,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3391,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,,,,,Mesa Logic,M
3392,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,,,,,,
3393,PSP,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3394,DS,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3395,GC,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.11,,,,,Krome Studios,E
3396,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,,,,,,
3397,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,Monolith Soft,
3398,DS,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,ValuSoft,E
3399,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
3400,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
3401,N64,1999.0,Racing,Kemco,0.09,0.02,0.0,0.0,0.11,,,,,Kemco,E
3402,N64,1997.0,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11,,,,,Midway,T
3403,N64,2000.0,Racing,Activision,0.09,0.02,0.0,0.0,0.11,,,,,Activision,T
3404,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11,,,,,Core Design,T
3405,SAT,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,,,,,System Sacom,E
3406,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0,0.11,,,,,Atlus,E
3407,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,,,,,Probe Entertainment,T
3408,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11,,,,,Ubisoft Montreal,E
3409,N64,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0,0.11,,,,,,
3410,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11,,,,,SUNSOFT,E
3411,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11,,,,,,
3412,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,Konami,
3413,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11,,,,,07th Expansion,CERO_D
3414,PS2,2002.0,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,,,,,"SIMS Co., Ltd",E
3415,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Kadokawa Shoten,CERO_A
3416,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3417,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
3418,PSV,2015.0,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,,,,,,
3419,XB,2002.0,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.11,,,,,,
3420,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.03,0.11,,,tbd,,Novarama,Seven
3421,PS,1999.0,Racing,Syscom,0.06,0.04,0.0,0.01,0.11,,,,,,
3422,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11,,,,,Climax Entertainment,E
3423,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85.0,47.0,8.8,526.0,Amanita Design,Seven
3424,SNES,1993.0,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11,,,,,,
3425,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3426,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,,,,,THQ,E
3427,PS4,2015.0,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11,,,,,inXile Entertainment,Eighteen
3428,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3429,PS,2000.0,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11,,,,,WAVEDGE,T
3430,GC,2003.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Nintendo,
3431,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3432,X360,2009.0,Sports,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,
3433,SAT,1996.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3434,DS,2005.0,Misc,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,
3435,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,Nintendo,E
3436,Wii,2010.0,Sports,O-Games,0.0,0.09,0.0,0.01,0.11,,,,,O-Games,Three
3437,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,Nintendo,CERO_A
3438,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,,,,,,
3439,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,,,,,,
3440,GC,2003.0,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,,,,,,
3441,SAT,1997.0,Strategy,NCS,0.0,0.0,0.11,0.0,0.11,,,,,Career Soft,
3442,PS,2000.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11,,,,,,
3443,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11,,,,,GameBank,M
3444,PS,1999.0,Misc,Midway Games,0.06,0.04,0.0,0.01,0.11,,,,,Digital Eclipse,T
3445,WiiU,2013.0,Shooter,Square Enix,0.05,0.05,0.0,0.01,0.11,,,,,Square Enix,Eighteen
3446,PSP,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3447,PSP,2006.0,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11,,,,,Square Enix,
3448,PS,1999.0,Strategy,PopTop Software,0.06,0.04,0.0,0.01,0.11,,,,,,
3449,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,Konami,CERO_A
3450,SNES,1993.0,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.11,,,,,,
3451,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11,,,,,Griptonite Games,Three
3452,XOne,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,10.0,7.2,40.0,Rebellion Developments,CERO_Z
3453,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.11,,,,,Warner Bros. Interactive Entertainment,E
3454,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.11,,,,,Warner Bros. Interactive Entertainment,E
3455,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.11,,,,,Warner Bros. Interactive Entertainment,E
3456,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.11,,,,,Warner Bros. Interactive Entertainment,E
3457,PS,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11,,,,,"Sony Computer Entertainment, Inc. (SCEI)",
3458,PS,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.11,,,,,,
3459,Wii,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11,,,,,THQ,E
3460,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.11,,,,,,
3461,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01,0.11,,,,,505 Games,E
3462,PS,1999.0,Sports,Starfish,0.06,0.04,0.0,0.01,0.11,,,,,,E
3463,DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
3464,PS2,2006.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,,,,,,
3465,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11,,,,,,
3466,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,,,,,,
3467,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11,,,,,Valcon Games,E
3468,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Imageepoch,
3469,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11,,,,,Konami,M
3470,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,CERO_B
3471,DC,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,,,,,Sega Entertainment,
3472,PS2,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11,,,,,,
3473,DS,2009.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
3474,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01,0.11,,,,,Takara,Twelve
3475,PS2,2007.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,,,,,Square Enix,
3476,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11,,,,,,
3477,PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,,,,,,
3478,PS2,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,Bandai Namco Entertainment,CERO_A
3479,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,,,,,5pb.,CERO_C
3480,GBA,2004.0,Misc,,0.08,0.03,0.0,0.0,0.11,,,,,,
3481,SAT,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,,,,,T&E Soft,E
3482,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,,,,,Omega Force,Twelve
3483,GBA,1978.0,Shooter,Activision,0.08,0.03,0.0,0.0,0.11,,,,,,
3484,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11,,,,,Capcom,T
3485,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,
3486,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3487,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
3488,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11,75.0,4.0,4.9,89.0,FireFly Studios,
3489,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,ACQUIRE Corp.,Seven
3490,PS,1995.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,,,,,,
3491,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3492,SNES,1995.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
3493,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
3494,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,Konami,CERO_B
3495,PS,2000.0,Sports,THQ,0.06,0.04,0.0,0.01,0.11,,,,,,E
3496,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11,,,,,Acclaim Entertainment,T
3497,Wii,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Namco Bandai Games,CERO_A
3498,SNES,1995.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3499,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3500,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3501,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Taiko Team,
3502,PSP,2006.0,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1,,,,,Enterbrain,
3503,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Eighting,CERO_B
3504,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0,0.1,,,,,Bullets Co. Ltd.,CERO_B
3505,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Konami,CERO_A
3506,DS,2009.0,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,,,tbd,,,E
3507,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3508,GC,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3509,Wii,2012.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Koei Tecmo Games,Sixteen
3510,PSP,2006.0,Misc,Activision,0.1,0.0,0.0,0.01,0.1,,,,,,
3511,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3512,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Namco Bandai Games,
3513,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,,,,,"Vicious Cycle Software, Inc.",E10
3514,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,,,,,,
3515,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,WB Games,T
3516,N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
3517,DS,2008.0,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.1,,,,,Electronic Arts,E
3518,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3519,DS,2011.0,Action,THQ,0.06,0.03,0.0,0.01,0.1,,,,,Griptonite Games,
3520,DS,2007.0,Action,Disney Interactive Studios,0.08,0.02,0.0,0.01,0.1,,,,,Artificial Mind and Movement,E10
3521,PS3,2013.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3522,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Bandai Namco Entertainment,
3523,Wii,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1,,,,,,
3524,DS,2008.0,Sports,,0.0,0.0,0.1,0.0,0.1,,,,,,
3525,PS,1995.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,,
3526,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,,
3527,GBA,2004.0,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1,,,,,Mastiff,E
3528,PSV,2014.0,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,,Aquaplus,M
3529,Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,,EC
3530,PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Sony Computer Entertainment,CERO_A
3531,XB,2003.0,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,,,,,Ubisoft Montpellier,T
3532,PS,1995.0,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1,,,,,,
3533,PS,1999.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Konami,M
3534,3DS,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,,,,,Omega Force,CERO_B
3535,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,Kadokawa Games,
3536,PSP,2011.0,Misc,Broccoli,0.0,0.0,0.1,0.0,0.1,,,,,Broccoli,CERO_B
3537,DS,2008.0,Strategy,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Sega,CERO_B
3538,Wii,2009.0,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,,,,,Konami,E
3539,DC,1999.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,SNK,T
3540,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3541,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3542,PSP,2007.0,Strategy,Atari,0.09,0.0,0.0,0.01,0.1,,,,,,T
3543,PS,1998.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Capcom,E
3544,DC,1999.0,Adventure,Activision,0.0,0.0,0.1,0.0,0.1,,,,,Sega,M
3545,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1,,,,,,
3546,Wii,2012.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,LEVEL-5,
3547,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Konami Digital Entertainment,Eighteen
3548,DS,2007.0,Misc,Paon,0.0,0.0,0.1,0.0,0.1,,,,,,
3549,PS,1999.0,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1,,,,,,
3550,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3551,DS,2007.0,Misc,Shogakukan,0.0,0.0,0.1,0.0,0.1,,,,,,
3552,PS3,2010.0,Sports,O-Games,0.0,0.08,0.0,0.02,0.1,,,,,O-Games,Three
3553,PSV,2013.0,Sports,Sega,0.0,0.08,0.0,0.02,0.1,,,,,Sports Interactive,E
3554,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3555,DS,2006.0,Platform,D3Publisher,0.09,0.0,0.0,0.01,0.1,,,,,Monkey Bar Games,E
3556,PSP,2009.0,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,,,,,,
3557,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.02,0.1,,,,,LucasArts,E10
3558,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Prope,
3559,DS,2008.0,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1,,,,,,Three
3560,DS,2006.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Nintendo,
3561,PS,1996.0,Sports,U.S. Gold,0.06,0.04,0.0,0.01,0.1,,,,,,
3562,GC,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1,,,,,TDK Mediactive,T
3563,Wii,2008.0,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,,,,Eighting,
3564,DS,2009.0,Misc,AQ Interactive,0.07,0.0,0.02,0.01,0.1,,,,,,
3565,SAT,1995.0,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Taito,E
3566,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3567,PS,1999.0,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1,,,,,,
3568,PSV,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,Access Games,
3569,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
3570,Wii,2010.0,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,,,,,Ghostlight Ltd.,Three
3571,SAT,1996.0,Role-Playing,Micro Cabin,0.0,0.0,0.1,0.0,0.1,,,,,,
3572,DS,2011.0,Platform,505 Games,0.08,0.01,0.0,0.01,0.1,,,,,,
3573,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,,
3574,XB,2004.0,Fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,,,,,SNK Playmore,T
3575,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
3576,PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.01,0.1,,,,,,
3577,PS,1998.0,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,,,,,,
3578,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Namco Bandai Games,CERO_A
3579,PS3,2008.0,Shooter,Activision,0.09,0.0,0.0,0.01,0.1,,,,,,
3580,PS3,2007.0,Sports,Sega,0.0,0.1,0.0,0.0,0.1,,,,,Sega,Three
3581,GBA,2001.0,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
3582,PS4,2015.0,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,,
3583,N64,1998.0,Action,Infogrames,0.08,0.02,0.0,0.0,0.1,,,,,,
3584,N64,2000.0,Racing,Infogrames,0.08,0.02,0.0,0.0,0.1,,,,,Infogrames,E
3585,N64,1998.0,Racing,Ocean,0.08,0.02,0.0,0.0,0.1,,,,,,
3586,N64,1998.0,Sports,Interplay,0.08,0.02,0.0,0.0,0.1,,,,,Crave Entertainment,E
3587,N64,1998.0,Misc,GameTek,0.08,0.02,0.0,0.0,0.1,,,,,Take-Two Interactive,E
3588,N64,2000.0,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1,,,,,Ubisoft Shanghai,E
3589,N64,2001.0,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,,,,,THQ,T
3590,N64,1998.0,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1,,,,,Celeris,E
3591,N64,1997.0,Fighting,Natsume,0.08,0.02,0.0,0.0,0.1,,,,,Natsume Inc.,T
3592,N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,,,,,,
3593,PS,1999.0,Fighting,Infogrames,0.06,0.04,0.0,0.01,0.1,,,,,,
3594,PS3,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,"Bandai Namco Games, Artdink",T
3595,PS,2001.0,Action,3DO,0.06,0.04,0.0,0.01,0.1,,,,,,T
3596,DC,1999.0,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,,,,Capcom,T
3597,PS,1999.0,Strategy,LEGO Media,0.06,0.04,0.0,0.01,0.1,,,,,,
3598,PS,1997.0,Simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Exact,T
3599,XB,2003.0,Action,THQ,0.07,0.02,0.0,0.0,0.1,,,,,THQ,Sixteen
3600,DS,2005.0,Simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1,,,,,,
3601,DS,2007.0,Fighting,Sega,0.0,0.0,0.1,0.0,0.1,,,,,,
3602,DS,2007.0,Misc,Benesse,0.0,0.0,0.1,0.0,0.1,,,,,,
3603,PS,1994.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1,,,,,Sony Computer Entertainment,
3604,Wii,2008.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,,,,
3605,PS,1997.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.1,,,,,Codemasters,E
3606,PC,2010.0,Strategy,THQ,0.08,0.01,0.0,0.01,0.1,,,,,Relic Entertainment,M
3607,DC,2000.0,Adventure,Sega,0.0,0.0,0.1,0.0,0.1,,,,,,
3608,SAT,1995.0,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1,,,,,,
3609,XB,2003.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,,,,,,
3610,PSV,2014.0,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1,,,,,TYPE-MOON,CERO_C
3611,SNES,1995.0,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1,,,,,,
3612,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Sega,
3613,PSV,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,7seventh chord,
3614,PC,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43.0,12.0,5,56.0,EA Bright Light,T
3615,DS,2011.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,,,,,High Voltage Software,E
3616,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,VRIDGE,CERO_B
3617,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1,,,,,Sony Computer Entertainment,E10
3618,Wii,2007.0,Fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1,,,,,,
3619,DS,2009.0,Misc,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
3620,SAT,1996.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,Sony Computer Entertainment Europe,T
3621,PSP,2010.0,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1,,,,,Nippon Ichi Software,Twelve
3622,PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1,,,,,,
3623,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,Access Games,
3624,DS,2011.0,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,,,,,,E
3625,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
3626,DS,2008.0,Adventure,Alchemist,0.0,0.0,0.1,0.0,0.1,,,,,,
3627,DS,2009.0,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1,,,,,,
3628,PS,2001.0,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1,,,,,,E
3629,X360,2014.0,Adventure,Telltale Games,0.04,0.05,0.0,0.01,0.1,,,,,Telltale Games,M
3630,Wii,2008.0,Adventure,Atari,0.09,0.0,0.0,0.01,0.1,,,,,,E
3631,PSV,2014.0,Adventure,Telltale Games,0.07,0.0,0.01,0.02,0.1,,,,,Telltale Games,Eighteen
3632,PS,1996.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,,,,,Attention To Detail,T
3633,PSV,2014.0,Adventure,Idea Factory,0.05,0.0,0.03,0.02,0.1,,,,,,
3634,X360,2009.0,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,,,,,Disney Interactive Studios,E
3635,PS,1998.0,Racing,MTO,0.0,0.0,0.09,0.01,0.1,,,,,MTO,
3636,PSP,2006.0,Racing,Sony Computer Entertainment,0.0,0.02,0.07,0.01,0.1,,,,,Namco Bandai Games,Three
3637,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1,,,,,,
3638,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1,,,,,Nintendo,
3639,PS,1997.0,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1,,,,,Parallax Software,T
3640,Wii,2008.0,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1,,,,,,
3641,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1,,,,,,
3642,PS,1998.0,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1,,,,,Agetec,T
3643,DS,2008.0,Role-Playing,Unknown,0.0,0.0,0.1,0.0,0.1,,,,,,
3644,X360,2007.0,Adventure,Ubisoft,0.07,0.02,0.0,0.01,0.1,,,,,Telltale Games,M
